|Unnamed: 0|Unnamed: 0.1|Unnamed: 0.1.1|Unnamed: 0.1.1.1|Unnamed: 0.1.1.1.1|Unnamed: 0.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1.1.1|Model|Release date|Max resolution|Low resolution|Effective pixels|Zoom wide (W)|Zoom tele (T)|Normal focus range|Macro focus range|Storage included|Weight (inc. batteries)|Dimensions|Price
462|462|462|462|462|462|462|462|462|462|462|ù*ùfsfsf///|2002.0|2560.0|None|5.0|35.0|105.0|55.0|12.0|16.0|205.0|92.0|1699.0
463|463|463|463|463|463|463|463|463|463|463|Kyocera Finecam S5R|2003.0|2560.0|1600.0|5.0|35.0|105.0|60.0|17.0|16.0|205.0|92.0|1699.0
464|464|464|464|464|464|464|464|464|464|464|Kyocera Finecam SL300R|hello|None|1600.0|3.0|35.0|115.0|60.0|20.0|16.0|175.0|100.0|229.0
465|465|465|465|465|465|Allez au boulot ! :)|465|465|465|465|Kyocera Finecam SL400R|2004.0|2272.0|None|3.0|35.0|115.0|60.0|20.0|16.0|155.0|100.0|229.0
466|466|466|466|466|466|466|466|466|466|466|Leica C-LUX 1|2006.0|2816.0|2048.0|6.0|28.0|ù*ùfsfsf///|50.0|5.0|hello|155.0|94.0|509.0
467|467|467|467|467|467|467|467|467|467|467|Leica Digilux|1998.0|1280.0|640.0|1.0|35.0|35.0|50.0|9.0|2.0|260.0|80.0|149.0
468|468|468|468|468|468|468|468|468|468|468|Leica Digilux 1|2002.0|2240.0|1600.0|3.0|33.0|ù*ùfsfsf///|30.0|6.0|32.0|455.0|127.0|249.0
469|469|469|469|469|469|Allez au boulot ! :)|Allez au boulot ! :)|469|469|469|ù*ùfsfsf///|2003.0|None|2048.0||28.0|90.0|30.0|30.0|64.0|705.0|135.0|249.0
470|470|470|470|470|470|470|470|Allez au boulot ! :)|470|470|Leica Digilux 3|2006.0|3136.0|2560.0|7.0|None|0.0|0.0|0.0|0.0|606.0|146.0|269.0
471|471|471|471|471|471|471|471|471|Allez au boulot ! :)|471|Leica Digilux 4.3|2000.0|2400.0|1280.0|2.0|36.0|108.0|80.0|20.0|16.0|280.0|78.0|149.0
472|472|472|472|472|472|472|55555555555|472|472|472|Leica Digilux Zoom|2000.0|1280.0|640.0|1.0|38.0|114.0|80.0|20.0|8.0|270.0|79.0|249.0
473|473|473|473|473|473|473|473|473|473|473|Leica D-LUX 2|2005.0|3840.0|3072.0|8.0|28.0|112.0|50.0|5.0|32.0|220.0|106.0|509.0
474|474|474|474|474|474|474|474|474|474|474|Allez au boulot ! :)|2006.0|4224.0|3840.0|10.0|28.0|112.0|50.0|5.0|13.0|220.0|106.0|509.0
475|475|475|475|475|475|475|475|475|475|475|Allez au boulot ! :)|2006.0|3936.0|2952.0|10.0||ù*ùfsfsf///|0.0|0.0|0.0|591.0|139.0|146.0
476|476|476|476|476|476|476|476|476|476|476|Leica V-LUX 1|2006.0|3648.0|3264.0|10.0|35.0|420.0|30.0|5.0|32.0|734.0|141.0|509.0
477|477|477|477|477|477|477|477|477|477|477|Nikon Coolpix 100|1997.0|512.0|320.0|0.0||52.0|23.0|14.0|1.0|200.0|60.0|229.0
478|478|478|478|478|478|478|478|478|478|478|Allez au boulot ! :)|2002.0|1632.0|1024.0|1.0||114.0|0.0|0.0|8.0|295.0|108.0|229.0
479|479|479|479|479|479|479|479|55555555555|479|479|Nikon Coolpix 2100|2003.0|1600.0|1024.0|1.0|36.0|108.0|30.0|4.0|8.0|215.0|88.0|99.0
480|480|480|480|480|480|480|480|480|480|480|Nikon Coolpix 2200|2004.0|1600.0|1024.0|1.0|36.0|108.0|30.0|4.0|14.0|190.0|88.0|229.0
481|481|481|481|481|481|481|481|481|481|481|Nikon Coolpix 2500|2002.0|1600.0|1280.0|1.0|37.0|111.0|30.0|4.0|8.0|250.0|114.0|229.0
482|482|482|482|482|482|482|482|482|482|482|Nikon Coolpix 300|hello|None|None|0.0|45.0|45.0|23.0|14.0|4.0|250.0|78.0|229.0
483|483|483|483|483|483|483|483|483|483|483|Nikon Coolpix 3100|2003.0|2048.0|1600.0|3.0|38.0|115.0|30.0|4.0|16.0|215.0|88.0|99.0
484|484|484|484|484|Allez au boulot ! :)|484|484|484|484|484|Nikon Coolpix 3200|hello|2048.0|1600.0|hello|38.0|115.0|30.0|4.0|14.0|190.0|88.0|229.0
485|485|485|485|485|485|485|485|485|485|485|Nikon Coolpix 3500|2002.0|2048.0|1600.0|3.0|37.0|111.0|30.0|4.0|8.0|250.0|114.0|229.0
486|486|486|486|486|486|486|486|486|486|486|Nikon Coolpix 3700|2003.0|2048.0|1600.0|3.0|35.0|105.0|30.0|3.0|16.0|162.0|95.5|229.0
487|487|487|487|487|487|487|487|487|487|Allez au boulot ! :)|Nikon Coolpix 4100|2004.0|2288.0|1600.0|3.0|35.0|105.0|ù*ùfsfsf///|0.0|14.0|190.0|88.0|99.0
488|488|488|488|488|488|488|488|488|488|488|Nikon Coolpix 4200|hello|2272.0|2048.0|3.0|38.0|114.0|30.0|4.0|12.0|180.0|88.0|229.0
489|489|489|489|489|489|Allez au boulot ! :)|489|489|489|489|Nikon Coolpix 4300|2002.0|2272.0|2048.0|3.0|None|114.0|30.0|4.0|16.0|286.0|95.0|229.0
490|490|490|490|490|490|490|490|490|490|490|ù*ùfsfsf///|2002.0|2272.0|1280.0|3.0|None|155.0|30.0|2.0|16.0|374.0|130.0|229.0
491|491|491|491|491|491|491|491|491|Allez au boulot ! :)|491|Nikon Coolpix 4600|2005.0|ù*ùfsfsf///|1600.0|3.0|34.0|102.0|30.0|4.0|14.0|180.0|85.0|229.0
492|492|492|492|492|492|492|492|courage!!!|492|492|Nikon Coolpix 4800|2004.0|2288.0|None|4.0|36.0|300.0|40.0|1.0|13.0|295.0|106.0|229.0
493|493|493|493|493|493|493|493|493|493|493|ù*ùfsfsf///|2001.0|2560.0|hello|4.0||85.0|50.0|2.0|32.0|414.0|102.0|229.0
494|494|494|494|494|494|494|494|494|494|494|Nikon Coolpix 5200|2004.0|2592.0|2048.0|5.0|38.0|114.0|30.0|4.0|12.0|180.0|88.0|229.0
495|495|495|495|495|495|495|495|495|495|495|Allez au boulot ! :)|2003.0|2592.0|1600.0|5.0|28.0|116.0|50.0|1.0|16.0|400.0|108.0|229.0
496|496|496|496|496|496|496|496|496|496|496|Nikon Coolpix 5600|2005.0|2592.0|2048.0|5.0|34.0|ù*ùfsfsf///|30.0|4.0|14.0|180.0|85.0|229.0
497|497|497|497|497|497|497|Allez au boulot ! :)|497|497|497|Nikon Coolpix 5700|2002.0|2560.0|None|4.0||280.0|50.0|3.0|32.0|512.0|108.0|229.0
498|498|498|498|498|498|Allez au boulot ! :)|498|498|498|498|Nikon Coolpix 5900|2005.0|2592.0|2048.0|5.0||114.0|30.0|4.0|13.0|185.0|88.0|229.0
499|499|499|499|499|499|499|499|499|499|499|Nikon Coolpix 600|1998.0|None|512.0|ù*ùfsfsf///|36.0|36.0|50.0|14.0|8.0|220.0|110.0|229.0
500|500|500|500|500|500|500|500|500|500|500|Nikon Coolpix 700|1999.0|1600.0|640.0|1.0|35.0|35.0|30.0|9.0|8.0|340.0|114.0|229.0
501|501|501|501|501|501|501|501|501|501|501|Nikon Coolpix 7600|2005.0|3072.0|2592.0|7.0|38.0|114.0|ù*ùfsfsf///|4.0|14.0|195.0|85.0|229.0
502|502|502|502|502|502|Allez au boulot ! :)|502|Allez au boulot ! :)|502|502|ù*ùfsfsf///|2001.0|1600.0|1024.0|1.0|38.0|115.0|30.0|4.0|8.0|230.0|87.0|159.0
503|503|503|503|503|503|503|55555555555|503|503|503|Nikon Coolpix 7900|2005.0|3072.0|2592.0||38.0|114.0|30.0|4.0|13.0|185.0|88.0|229.0
504|504|504|504|504|504|504|504|504|504|504|Nikon Coolpix 800|1999.0|1600.0|640.0|1.0|38.0|76.0|30.0|7.0|8.0|360.0|119.0|229.0
505|505|505|505|505|Allez au boulot ! :)|505|505|505|505|505|Nikon Coolpix 8400|2004.0|3264.0|2592.0|8.0|24.0|85.0|ù*ùfsfsf///|3.0|hello|470.0|113.0|229.0
506|506|506|506|506|506|Allez au boulot ! :)|506|506|506|506|Nikon Coolpix 8700|2004.0|3264.0|-400.0|8.0|35.0|280.0|50.0|3.0|0.0|512.0|113.0|229.0
507|507|507|507|507|507|507|507|507|507|507|Nikon Coolpix 880|2000.0|2048.0|1024.0|3.0|38.0|95.0|40.0|4.0|8.0|320.0|99.5|229.0
508|508|508|508|508|508|508|508|508|508|508|Nikon Coolpix 8800|2004.0|3264.0|2592.0||35.0|350.0|50.0|3.0|0.0|680.0|116.0|229.0
509|509|509|509|509|509|509|509|509|509|509|Nikon Coolpix 885|2001.0|2048.0|1024.0|3.0|38.0|114.0|40.0|4.0|16.0|286.0|95.0|159.0
510|510|510|510|510|510|510|510|510|510|510|Nikon Coolpix 900|1998.0|1280.0|640.0|1.0|None|115.0|50.0|20.0|4.0|420.0|157.0|229.0
511|511|511|511|511|511|511|511|511|511|511|Nikon Coolpix 900S|1998.0|1280.0|640.0|1.0|38.0|115.0|50.0|20.0|8.0|420.0|157.0|229.0
512|512|512|512|512|512|55555555555|Allez au boulot ! :)|512|512|512|Nikon Coolpix 950|1999.0|1600.0|1024.0|1.0|None|115.0|30.0|2.0|8.0|480.0|143.0|229.0
513|513|513|513|513|513|513|Allez au boulot ! :)|513|513|513|Nikon Coolpix 990|2000.0|2048.0|1024.0|3.0|38.0|115.0|30.0|2.0|16.0|450.0|143.0|229.0
514|514|514|514|514|514|514|514|514|514|514|Nikon Coolpix 995|hello|2048.0|1600.0|3.0|38.0|152.0|30.0|2.0|16.0|420.0|138.0|159.0
515|515|515|515|515|515|Allez au boulot ! :)|515|515|515|515|ù*ùfsfsf///|2005.0|2816.0|2048.0|6.0|38.0|190.0|50.0|4.0|10.0|195.0|90.0|99.0
516|516|516|516|516|516|516|516|516|516|516|Nikon Coolpix L10|2007.0|2560.0|2048.0|4.0|37.0|112.0|40.0|15.0|7.0|165.0|90.0|99.0
517|517|517|517|517|517|517|Allez au boulot ! :)|517|517|Allez au boulot ! :)|ù*ùfsfsf///|2007.0|ù*ùfsfsf///|2048.0|6.0|37.0|112.0|40.0|15.0|7.0|175.0|90.0|99.0
518|518|518|518|518|518|518|518|518|518|518|Nikon Coolpix L12|2007.0|3072.0|hello||35.0|105.0|50.0|15.0|21.0|175.0|91.0|99.0
519|519|519|519|519|519|519|519|519|Allez au boulot ! :)|519|Nikon Coolpix L14|2007.0|3072.0|hello|7.0|38.0|114.0|60.0|10.0|23.0|225.0|91.0|129.0
520|520|520|520|520|520|520|520|520|520|520|Nikon Coolpix L15|2007.0|3264.0|2592.0|8.0|35.0|ù*ùfsfsf///|50.0|15.0|hello|225.0|91.0|159.0
521|521|521|521|521|521|521|521|521|521|521|Nikon Coolpix L2|hello|2816.0|2048.0|6.0|38.0|116.0|30.0|10.0|hello|170.0|91.0|99.0
522|522|522|522|522|522|522|522|Allez au boulot ! :)|522|522|Nikon Coolpix L3|2006.0|2592.0|2048.0|hello|38.0|116.0|30.0|10.0|23.0|170.0|91.0|99.0
523|523|523|523|523|523|523|Allez au boulot ! :)|523|Allez au boulot ! :)|523|Nikon Coolpix L4|hello|2272.0|1600.0|3.0|38.0|114.0|30.0|4.0|10.0|165.0|87.0|99.0
524|524|524|524|524|524|524|524|524|524|524|Nikon Coolpix L5|2006.0|3072.0|2592.0|hello|38.0|190.0|50.0|4.0|8.0|210.0|97.0|99.0
525|525|525|525|525|525|525|525|525|525|525|Nikon Coolpix L6|2006.0|2816.0|2048.0|6.0|38.0|116.0|30.0|10.0|23.0|175.0|91.0|99.0
526|526|526|526|526|526|526|526|526|526|526|Nikon Coolpix P1|hello|3264.0|2592.0|8.0|35.0|126.0|50.0|4.0|32.0|185.0|91.0|99.0
527|527|527|527|527|527|527|55555555555|527|527|527|Nikon Coolpix P2|2005.0|None|2048.0|5.0|35.0|126.0|50.0|4.0|16.0|185.0|91.0|229.0
528|528|528|528|528|528|528|528|Allez au boulot ! :)|528|528|ù*ùfsfsf///|2006.0|3264.0|2592.0|8.0|36.0|126.0|30.0|4.0|23.0|200.0|92.0|229.0
529|529|529|529|529|529|529|529|529|529|529|Nikon Coolpix P4|2006.0|3264.0|2592.0|8.0|36.0|126.0|30.0|4.0|23.0|200.0|92.0|229.0
530|530|530|530|530|530|530|530|530|530|530|0|2007.0|3264.0|3200.0|8.0|28.0|102.0|50.0|5.0|52.0|210.0|95.0|229.0
531|531|531|531|531|531|55555555555|531|531|531|531|Nikon Coolpix P5000|2007.0|3648.0|2592.0|10.0|36.0|126.0|30.0|4.0|26.0|240.0|98.0|399.0
532|532|532|532|532|532|532|532|532|532|532|Nikon Coolpix P5100|2007.0|4000.0|3264.0|12.0|35.0|123.0|30.0|4.0|52.0|250.0|98.0|399.0
533|533|533|533|533|533|Allez au boulot ! :)|533|533|533|533|Nikon Coolpix S1|2005.0|2592.0|2048.0|hello|35.0|105.0|30.0|4.0|12.0|170.0|90.0|99.0
534|534|534|534|534|534|534|534|534|534|534|Nikon Coolpix S10|2006.0|2816.0|2048.0|6.0|38.0|380.0|30.0|4.0|16.0|280.0|113.0|99.0
535|535|535|535|535|535|535|535|535|535|535|Nikon Coolpix S2|2005.0|2592.0|None|5.0||105.0|30.0|4.0|12.0|160.0|92.0|199.0
536|536|536|536|536|536|536|Allez au boulot ! :)|536|536|536|Nikon Coolpix S200|2007.0|3072.0|hello|hello|38.0|114.0|60.0|10.0|20.0|165.0|92.0|229.0
537|537|537|537|537|537|537|537|537|537|537|Nikon Coolpix S3|2005.0|2816.0|hello|6.0|35.0|105.0|30.0|4.0|12.0|132.0|90.0|199.0
538|538|538|538|538|538|538|538|538|538|538|Nikon Coolpix S4|2005.0|2816.0|2048.0|6.0|38.0|380.0|30.0|6.0|13.0|225.0|112.0|199.0
539|539|539|539|539|539|539|539|539|539|539|Nikon Coolpix S5|2006.0|2816.0|2048.0|6.0|35.0|105.0|30.0|4.0|21.0|165.0|93.0|229.0
540|540|540|540|540|540|540|540|540|540|540|Nikon Coolpix S50|2007.0|3072.0|hello|7.0|38.0|114.0|30.0|4.0|hello|165.0|88.0|229.0
541|541|541|541|541|541|541|541|541|541|541|Nikon Coolpix S500|2007.0|3072.0|2592.0|7.0|35.0|105.0|50.0|15.0|26.0|165.0|88.0|229.0
542|542|542|542|542|542|542|542|542|542|542|ù*ùfsfsf///|2007.0|3072.0|2592.0|7.0|38.0|114.0|30.0|4.0|13.0|165.0|88.0|329.0
543|543|543|543|543|543|Allez au boulot ! :)|Allez au boulot ! :)|543|543|543|Nikon Coolpix S51|2007.0|3264.0|2592.0|7.0|38.0|114.0|30.0||13.0|175.0|93.0|279.0
544|544|544|544|544|544|544|544|544|544|544|Nikon Coolpix S510|2007.0|3264.0|3200.0|8.0|35.0|105.0|50.0|15.0|52.0|125.0|88.0|399.0
545|545|545|545|545|545|545|545|545|55555555555|545|Nikon Coolpix S51c|2007.0|3264.0|2592.0|7.0|38.0|114.0|30.0|4.0|13.0|175.0|98.0|329.0
546|546|546|546|546|546|546|546|546|546|546|Nikon Coolpix S6|2006.0|2816.0|2048.0|6.0|35.0|105.0|30.0|4.0|20.0|170.0|101.0|199.0
547|547|547|547|547|547|Allez au boulot ! :)|547|547|547|547|Nikon Coolpix S7c|2006.0|3072.0|2592.0|7.0|35.0|105.0|ù*ùfsfsf///|4.0|14.0|170.0|101.0|199.0
548|548|548|548|548|548|548|548|548|548|Allez au boulot ! :)|Nikon Coolpix S9|2006.0|2816.0|2048.0|6.0|38.0|114.0|25.0|4.0|24.0|165.0|91.0|199.0
549|549|549|549|549|549|549|549|549|549|549|Nikon Coolpix SQ|2003.0|2016.0|hello|3.0||111.0|30.0|4.0|16.0|216.0|83.0|199.0
550|550|550|550|550|550|Allez au boulot ! :)|550|550|550|550|Allez au boulot ! :)|1999.0|2000.0|0.0|2.0|0.0|0.0|ù*ùfsfsf///||0.0|1200.0|157.0|1599.0
551|551|551|551|551|551|551|551|551|551|551|Nikon D100|2002.0|3008.0|2240.0|6.0|0.0|0.0|0.0|0.0|0.0|780.0|144.0|1599.0
552|552|552|552|552|552|552|552|552|552|552|Nikon D1H|2001.0|2000.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|1200.0|157.0|1599.0
553|553|553|553|553|553|553|553|553|553|553|Nikon D1X|2001.0|3008.0|2000.0|5.0||0.0|0.0|0.0|0.0|1200.0|157.0|4699.0
554|554|554|554|554|554|554|554|Allez au boulot ! :)|554|554|0|2005.0|3872.0|2896.0|10.0|None|ù*ùfsfsf///|0.0|0.0|0.0|920.0|147.0|1599.0
555|555|555|555|555|555|555|555|555|555|555|Nikon D2H|2003.0|2464.0|1840.0|4.0|None|0.0|0.0|0.0|0.0|1200.0|158.0|1599.0
556|556|556|556|556|556|556|556|556|556|556|Nikon D2Hs|2005.0|2464.0|1840.0|4.0|0.0|0.0|0.0|0.0|0.0|1200.0|158.0|4699.0
557|557|557|557|557|557|Allez au boulot ! :)|557|557|557|557|Nikon D2X|2004.0|4288.0|3216.0|hello|0.0|0.0|0.0|0.0|0.0|1200.0|158.0|4699.0
558|558|558|558|558|558|558|558|558|558|558|Nikon D2Xs|2006.0|4288.0|3216.0|12.0|None|0.0|0.0|0.0|0.0|1200.0|158.0|4699.0
559|559|559|559|559|559|559|559|559|559|559|Nikon D3|2007.0|4256.0|3184.0|12.0|0.0|0.0|0.0|0.0|0.0|1300.0|160.0|4999.0
560|560|560|560|560|560|560|courage!!!|560|560|560|Nikon D300|2007.0||3216.0|12.0|0.0|0.0|0.0|0.0|0.0|925.0|147.0|1799.0
561|561|561|561|561|561|561|561|561|561|561|Nikon D40|2006.0|None|2256.0||None|0.0|0.0|0.0|0.0|522.0|124.0|549.0
562|562|562|562|562|562|562|562|562|562|562|Nikon D40X|2007.0|3872.0|2896.0|hello||0.0|0.0|0.0|0.0|522.0|124.0|549.0
563|563|563|563|563|563|563|563|563|563|563|Nikon D50|2005.0|3008.0|2256.0|6.0|0.0|0.0|0.0|0.0|0.0|620.0|133.0|1599.0
564|564|564|564|564|564|564|564|564|564|564|Nikon D70|2004.0|3008.0|2240.0|6.0|0.0|0.0|0.0|0.0|0.0|679.0|140.0|1599.0
565|565|565|565|565|565|565|565|Allez au boulot ! :)|565|565|Nikon D70s|2005.0|3008.0|2240.0|6.0|0.0|0.0|0.0|0.0|0.0|679.0|140.0|1599.0
566|566|566|566|566|566|566|566|566|566|566|0|2006.0|3872.0|hello|10.0|0.0|0.0|0.0|0.0|0.0|668.0|132.0|1199.0
567|567|567|567|567|Allez au boulot ! :)|567|567|567|567|567|Olympus C-1|2001.0|1280.0|640.0|1.0|35.0|35.0|50.0|10.0|8.0|190.0|110.0|1699.0
568|568|568|568|568|568|568|Allez au boulot ! :)|Allez au boulot ! :)|568|568|Olympus D-370|2001.0|1280.0|1024.0|1.0|35.0|35.0|60.0|25.0|1.0|190.0|123.0|1699.0
569|569|569|569|569|569|569|Allez au boulot ! :)|55555555555|569|569|Olympus D-380|2002.0|1600.0|1024.0|1.0|35.0|35.0|60.0|25.0|8.0|250.0|123.0|1699.0
570|570|570|570|570|570|570|570|570|Allez au boulot ! :)|570|ù*ùfsfsf///|2001.0|1280.0|640.0|1.0|38.0|114.0|50.0|20.0|8.0|190.0|110.0|1699.0
571|571|571|571|571|Allez au boulot ! :)|571|571|571|571|571|Olympus C-2|2001.0|1600.0|1024.0|1.0|36.0|ù*ùfsfsf///|50.0|10.0|16.0|220.0|110.0|1699.0
572|572|572|572|572|572|572|572|572|572|572|Olympus C-2000 Zoom|1999.0|1600.0|1024.0|1.0|35.0|105.0|80.0|20.0|8.0|380.0|108.0|129.0
573|573|573|573|573|Allez au boulot ! :)|573|573|573|573|573|Olympus D-510 Zoom|2001.0|1600.0|None||35.0|105.0|80.0|20.0|8.0|250.0|118.0|129.0
574|574|574|574|574|574|Allez au boulot ! :)|574|574|574|574|Olympus C-2020 Zoom|1999.0|1600.0|None|1.0|35.0|105.0|80.0|20.0|8.0|380.0|108.0|129.0
575|575|575|575|575|575|575|575|575|courage!!!|575|Olympus C-2040 Zoom|2000.0|1600.0|1024.0||40.0|120.0|80.0|20.0|8.0|380.0|108.0|129.0
576|576|576|576|576|576|576|576|576|576|576|Olympus C-21|1999.0|1600.0|1024.0|1.0|38.0|38.0|60.0||8.0|190.0|107.0|1699.0
577|577|577|577|577|577|577|577|577|577|577|Olympus C-2100 UZ|2000.0|1600.0|hello|1.0|38.0|380.0|60.0|10.0|8.0|540.0|113.0|129.0
578|578|578|578|578|578|578|578|578|578|578|Olympus C-2500 L|hello|1712.0|1280.0|2.0|36.0|110.0|80.0|2.0|32.0|530.0|109.0|129.0
579|579|579|579|579|579|579|579|579|courage!!!|579|ù*ùfsfsf///|2000.0|2048.0|hello|3.0|32.0|96.0|80.0|20.0|8.0|380.0|109.0|1699.0
580|580|580|580|580|580|580|580|580|580|580|Olympus C-300 Zoom|2002.0|1984.0|1600.0|3.0|36.0|100.0|80.0|20.0|16.0|300.0|118.0|1699.0
581|581|581|581|581|581|581|581|courage!!!|581|581|Olympus C-3020 Zoom|2001.0|2048.0|1600.0|3.0|32.0|96.0|80.0|20.0|8.0|380.0|109.0|1699.0
582|582|582|582|582|582|582|582|Allez au boulot ! :)|Allez au boulot ! :)|582|Olympus C-3030 Zoom|2000.0|2048.0|hello|hello||96.0|80.0|20.0|16.0|380.0|109.0|1699.0
583|583|583|583|583|583|583|583|583|583|Allez au boulot ! :)|Olympus C-3040 Zoom|2000.0|None|1600.0|3.0|35.0|105.0|80.0|20.0|16.0|420.0|109.0|1699.0
584|584|584|584|584|584|584|Allez au boulot ! :)|584|Allez au boulot ! :)|584|Olympus C-4000 Zoom|2002.0|2288.0|2048.0|3.0|32.0|96.0|80.0|2.0|16.0|400.0|110.0|129.0
585|585|585|585|585|585|Allez au boulot ! :)|585|585|585|585|Olympus C-4040 Zoom|2001.0|2272.0|2048.0|3.0|35.0|105.0|80.0|20.0|16.0|420.0|110.0|129.0
586|586|586|586|586|586|586|586|586|586|586|Olympus D-40 Zoom|2001.0|2272.0|2048.0|3.0|35.0|98.0|80.0|10.0|16.0|270.0|87.0|1699.0
587|587|587|587|587|587|587|587|587|587|587|Olympus C-5000 Zoom|2003.0|2560.0|2272.0|4.0|38.0|114.0|50.0|4.0|32.0|280.0|105.0|449.0
588|588|588|588|588|588|588|588|588|588|588|Olympus C-5050 Zoom|2002.0|2560.0|2288.0|4.0||105.0|80.0|20.0|32.0|480.0|114.0|449.0
589|589|589|589|589|Allez au boulot ! :)|589|589|589|589|589|Olympus C-5060 Zoom|2003.0|2592.0|2288.0|5.0|27.0|110.0|80.0|3.0|hello|480.0|116.0|449.0
590|590|590|590|590|590|590|590|590|590|590|Olympus C-50 Zoom|2002.0|2560.0|None|4.0|38.0|114.0|50.0|20.0|32.0|230.0|100.0|449.0
591|591|591|591|591|591|591|591|591|591|591|Allez au boulot ! :)|2005.0|2592.0|2288.0|5.0|38.0|190.0|60.0|8.0|16.0|340.0|110.0|129.0
592|592|592|592|592|592|Allez au boulot ! :)|592|592|592|592|Olympus C-60 Zoom|2004.0|2816.0|2560.0|5.0|38.0|114.0|40.0|4.0|32.0|230.0|99.0|449.0
593|593|593|593|593|Allez au boulot ! :)|593|593|593|593|593|Olympus C-7000 Zoom|hello|3072.0|2592.0|7.0|38.0|190.0|60.0|2.0|32.0|280.0|102.0|129.0
594|594|594|594|594|594|594|594|Allez au boulot ! :)|594|594|Olympus C-700 UZ|2001.0|1600.0|1280.0|1.0|38.0|380.0|60.0|10.0|8.0|340.0|108.0|449.0
595|595|595|595|595|595|595|Allez au boulot ! :)|595|595|595|Olympus C-7070 Wide Zoom|2005.0|3072.0|2592.0|7.0|27.0|110.0|80.0|3.0|32.0|480.0|116.0|129.0
596|596|596|596|596|596|Allez au boulot ! :)|596|596|596|596|Olympus C-720 UZ|2002.0|1984.0|-400.0|3.0|40.0|320.0|60.0|10.0|16.0|340.0|108.0|449.0
597|597|597|597|597|597|597|597|597|597|597|Olympus C-730 UZ|2002.0|ù*ùfsfsf///|1600.0|3.0|38.0|380.0|60.0|10.0|16.0|400.0|108.0|449.0
598|598|598|598|598|598|598|598|598|598|598|Olympus C-740 UZ|2003.0|2048.0|1600.0|3.0|38.0|380.0|ù*ùfsfsf///|3.0|16.0|340.0|108.0|449.0
599|599|599|599|599|599|599|599|599|599|599|Allez au boulot ! :)|2003.0|2288.0|2048.0|3.0|38.0|380.0|60.0|3.0|16.0|340.0|108.0|449.0
600|600|600|600|600|600|Allez au boulot ! :)|600|600|Allez au boulot ! :)|600|Olympus C-765 UZ|2004.0|2288.0|2048.0|3.0|38.0|380.0|60.0|7.0|16.0|310.0|105.0|449.0
601|601|601|601|601|601|601|601|601|601|601|Olympus C-770 UZ|2004.0|2288.0|None|3.0|38.0|380.0|60.0||32.0|310.0|105.0|449.0
602|602|602|602|602|602|602|602|602|courage!!!|602|Olympus C-8080 Wide Zoom|2004.0|3264.0|2592.0|8.0||140.0|80.0|5.0|32.0|724.0|124.0|179.0
603|603|603|603|603|603|603|603|603|603|603|Olympus D-200L|1996.0|None|320.0|0.0|36.0|36.0|75.0|20.0|2.0|320.0|145.0|129.0
604|604|604|604|604|604|Allez au boulot ! :)|604|604|604|604|Olympus D-300L|1996.0|1024.0|512.0|0.0|36.0|36.0|50.0|20.0|6.0|320.0|145.0|1699.0
605|605|605|605|605|605|605|605|605|55555555555|605|Olympus D-340L|1998.0|1280.0|640.0|1.0|36.0|36.0|70.0|10.0|4.0|320.0|128.0|1699.0
606|606|606|606|606|606|Allez au boulot ! :)|606|606|606|606|Olympus D-340R|1999.0|1280.0|640.0|1.0|36.0|36.0|70.0|10.0|8.0|320.0|128.0|1699.0
607|607|607|607|607|607|Allez au boulot ! :)|607|607|Allez au boulot ! :)|607|Olympus D-360L|hello|1280.0|640.0|1.0|36.0|36.0|50.0|10.0|8.0|280.0|128.0|1699.0
608|608|608|608|608|608|608|Allez au boulot ! :)|608|608|608|Olympus D-390|2003.0|1600.0|1024.0|1.0|35.0|35.0|50.0|20.0|16.0|230.0|108.0|1699.0
609|609|609|609|609|609|609|609|609|609|609|Olympus D-395|2004.0|2048.0|hello|3.0|33.0|33.0|50.0|20.0|16.0|210.0|110.0|1699.0
610|610|610|610|610|610|610|610|610|610|610|ù*ùfsfsf///||1280.0|640.0|1.0|35.0|105.0|80.0|20.0|8.0|320.0|127.0|129.0
611|611|611|611|611|611|611|611|611|Allez au boulot ! :)|611|ù*ùfsfsf///|2005.0|2288.0|1600.0|3.0|37.0|37.0|50.0|20.0|14.0|170.0|101.0|1699.0
612|612|612|612|612|612|612|612|612|Allez au boulot ! :)|612|Olympus D-435|hello|2592.0|1600.0|5.0|36.0|35.0|50.0|20.0|0.0|140.0|101.0|1699.0
613|613|613|613|613|613|613|613|613|613|613|Olympus D-450 Zoom|hello|1280.0|640.0|1.0||105.0|80.0|20.0|8.0|320.0|127.0|129.0
614|614|614|614|614|614|614|614|614|614|614|ù*ùfsfsf///|2000.0|1280.0|640.0|1.0|35.0|105.0|80.0|20.0|8.0|320.0|127.0|449.0
615|615|615|615|615|615|615|615|615|615|615|Olympus D-490 Zoom|hello|1600.0|640.0|1.0|35.0|105.0|80.0|20.0|8.0|320.0|127.0|129.0
616|616|616|616|616|616|616|616|616|616|616|Olympus D-500L|1997.0|1024.0|640.0|0.0|50.0|150.0|60.0|30.0|2.0|490.0|115.0|449.0
